,PC 1,PC 2,Class
2956,-79.44477,2.773013,All candidates
2957,-38.29073,17.115797,All candidates
2958,18.898733,-8.761627,All candidates
2959,-33.56747,-7.144045,All candidates
2960,10.080651,47.34079,All candidates
2961,10.080637,47.340736,All candidates
2962,-30.61961,34.886944,All candidates
2963,-24.351257,-66.40246,All candidates
2964,7.858647,-3.3871264,All candidates
2965,-68.05025,-16.926714,All candidates
2966,35.0879,24.335236,All candidates
2967,-1.4527134,-63.00755,All candidates
2968,27.189411,16.461338,All candidates
2969,-6.270109,-0.2699042,All candidates
2970,44.321808,-11.633012,All candidates
2971,35.1614,-35.154324,All candidates
2972,42.027332,-27.39416,All candidates
2973,46.73215,-2.6785576,All candidates
2974,-23.318024,-28.886799,All candidates
2975,-78.83362,5.562087,All candidates
2976,-15.785026,-3.7121692,All candidates
2977,-5.8111415,27.652859,All candidates
2978,48.778206,-5.138722,All candidates
2979,7.437939,11.0093155,All candidates
2980,37.771885,-23.65521,All candidates
2981,37.77175,-23.654928,All candidates
2982,20.595345,-49.00475,All candidates
2983,42.904213,-39.053516,All candidates
2984,-40.307648,13.491979,All candidates
2985,-15.003919,-22.069609,All candidates
2986,67.92621,0.7887802,All candidates
2987,7.086098,29.817043,All candidates
2988,-3.7135384,42.90861,All candidates
2989,-28.480179,16.347374,All candidates
2990,-15.970915,36.11257,All candidates
2991,-6.9227266,4.358208,All candidates
2992,-76.84357,7.1421475,All candidates
2993,12.944812,46.724194,All candidates
2994,12.944773,46.724426,All candidates
2995,-6.178562,-1.1329095,All candidates
2996,-30.818693,3.1960168,All candidates
2997,-6.6130047,13.4639,All candidates
2998,-5.400607,38.2202,All candidates
2999,-5.4005136,38.22016,All candidates
3000,6.1037474,-34.8409,All candidates
3001,48.540424,0.5590268,All candidates
3002,-41.824043,23.737446,All candidates
3003,-31.934866,-9.789403,All candidates
3004,47.702965,17.218756,All candidates
3005,2.0014584,-33.54649,All candidates
3006,38.235237,-22.327877,All candidates
3007,-23.601727,9.299751,All candidates
3008,22.736559,-26.549168,All candidates
3009,-71.07091,-26.002962,All candidates
3010,13.257133,18.746902,All candidates
3011,-26.068056,-7.5321107,All candidates
3012,7.9144516,7.4830933,All candidates
3013,43.956135,-27.065878,All candidates
3014,1.8316936,56.061253,All candidates
3015,29.143381,-16.724113,All candidates
3016,0.36117363,-26.100206,All candidates
3017,14.244847,77.083244,All candidates
3018,6.0417876,-14.101613,All candidates
3019,-66.62897,-23.004145,All candidates
3020,47.274605,14.8807745,All candidates
3021,-8.720948,4.3028164,All candidates
3022,-41.76345,23.889809,All candidates
3023,-38.154446,20.272375,All candidates
3024,57.13854,-23.913324,All candidates
3025,1.8305552,-31.53379,All candidates
3026,1.8302832,-31.533934,All candidates
3027,24.753304,9.529689,All candidates
3028,-39.179787,17.984064,All candidates
3029,70.25624,-0.09054015,All candidates
3030,-31.023558,21.38599,All candidates
3031,-50.80898,38.474224,All candidates
3032,7.0399694,76.66127,All candidates
3033,3.1544385,-0.49316496,All candidates
3034,5.126484,15.4116,All candidates
3035,-27.98334,24.188332,All candidates
3036,-24.282976,-66.16433,All candidates
3037,35.740177,24.355139,All candidates
3038,41.496807,20.532274,All candidates
3039,-41.729702,24.033195,All candidates
3040,-9.941421,-40.28442,All candidates
3041,12.016006,24.399122,All candidates
3042,-6.9254293,36.62904,All candidates
3043,-67.11798,-17.773655,All candidates
3044,26.387796,19.647049,All candidates
3045,-26.448835,37.13017,All candidates
3046,29.469915,-34.915577,All candidates
3047,41.050438,-17.230537,All candidates
3048,-68.28194,-24.047089,All candidates
3049,-67.388985,-23.669588,All candidates
3050,-2.4130437,-24.854698,All candidates
3051,-34.137558,0.4647703,All candidates
3052,-34.136887,0.46483877,All candidates
3053,-34.13713,0.46493798,All candidates
3054,44.80727,23.530264,All candidates
3055,-15.684217,40.026333,All candidates
3056,-8.517616,-41.22706,All candidates
3057,21.142498,-5.0764885,All candidates
3058,-77.13526,3.0134735,All candidates
3059,4.930011,72.6772,All candidates
3060,9.065125,-61.419094,All candidates
3061,-15.977059,16.68873,All candidates
3062,4.909579,1.5264307,All candidates
3063,-38.872917,34.057007,All candidates
3064,14.548007,2.0973935,All candidates
3065,-9.743419,-7.2287145,All candidates
3066,-31.49484,20.25922,All candidates
3067,47.878986,-4.787005,All candidates
3068,-24.65753,-66.03315,All candidates
3069,-3.5047991,-23.937014,All candidates
3070,16.990673,-1.1893708,All candidates
3071,69.73751,7.887653,All candidates
3072,35.313934,-24.45776,All candidates
3073,11.828287,18.220928,All candidates
3074,11.828388,18.221178,All candidates
3075,44.829037,19.857452,All candidates
3076,-7.113869,50.176277,All candidates
3077,20.697353,-22.815298,All candidates
3078,-5.6221867,9.119296,All candidates
3079,2.4912436,53.53611,All candidates
3080,-33.930153,18.473764,All candidates
3081,-39.405827,21.537102,All candidates
3082,68.29504,-1.9161972,All candidates
3083,-82.14751,0.917051,All candidates
3084,-54.093933,32.41165,All candidates
3085,-42.869957,27.998005,All candidates
3086,-37.187443,-43.918324,All candidates
3087,-37.18745,-43.91835,All candidates
3088,41.651165,-53.371693,All candidates
3089,41.74639,-37.955986,All candidates
3090,-13.823713,34.46275,All candidates
3091,7.5704455,28.18191,All candidates
3092,21.599371,-34.224842,All candidates
3093,-16.681978,73.50128,All candidates
3094,45.352074,22.740808,All candidates
3095,18.379457,-19.882784,All candidates
3096,-10.509163,-20.219433,All candidates
3097,-2.5710802,-59.652893,All candidates
3098,-42.205544,21.883438,All candidates
3099,0.7379726,54.53952,All candidates
3100,60.61793,-10.612828,All candidates
3101,35.92336,11.920408,All candidates
3102,-19.090538,-46.72974,All candidates
3103,-19.090618,-46.730625,All candidates
3104,31.198431,-48.619648,All candidates
3105,-25.598463,8.658671,All candidates
3106,-28.426102,-20.727238,All candidates
3107,-77.9074,2.4333184,All candidates
3108,-79.18166,1.8678081,All candidates
3109,-4.9834623,25.084248,All candidates
3110,20.550686,-33.624687,All candidates
3111,-4.309203,-6.486589,All candidates
3112,-75.95205,1.2751555,All candidates
3113,61.140858,-7.760088,All candidates
3114,35.29558,-21.321896,All candidates
3115,32.771446,-31.227211,All candidates
3116,24.847847,56.875397,All candidates
3117,-29.637688,63.01981,All candidates
3118,29.38412,-4.9179816,All candidates
3119,-28.50096,-21.900024,All candidates
3120,32.464188,-53.63226,All candidates
3121,66.209526,7.9821587,All candidates
3122,5.9747624,9.384553,All candidates
3123,7.237878,26.990389,All candidates
3124,-7.6256194,-1.5651298,All candidates
3125,-6.2139935,-24.46594,All candidates
3126,20.717274,-32.79682,All candidates
3127,-1.7114979,-55.490612,All candidates
3128,14.597918,-39.64446,All candidates
3129,14.597858,-39.64462,All candidates
3130,-4.8400025,24.220724,All candidates
3131,-5.8930273,-20.259186,All candidates
3132,-39.167103,18.047768,All candidates
3133,8.643084,9.1207695,All candidates
3134,37.41947,25.676235,All candidates
3135,-36.9303,24.1295,All candidates
3136,34.783924,-51.099346,All candidates
3137,-2.135196,7.2825885,All candidates
3138,28.369555,-56.908836,All candidates
3139,14.056833,7.8818183,All candidates
3140,0.46578228,-62.868504,All candidates
3141,0.4658856,-62.86859,All candidates
3142,-60.59522,-23.721691,All candidates
3143,1.5408423,-56.10683,All candidates
3144,-49.025303,18.765676,All candidates
3145,-11.251969,19.093128,All candidates
3146,-11.25206,19.092888,All candidates
3147,12.70233,48.752914,All candidates
3148,-24.563326,32.30203,All candidates
3149,-59.993435,-19.8479,All candidates
3150,-33.639717,-3.915891,All candidates
3151,44.25691,-14.356432,All candidates
3152,1.7430836,52.702297,All candidates
3153,18.224371,-34.386448,All candidates
3154,18.224417,-34.386143,All candidates
3155,-24.136526,-30.499178,All candidates
3156,-12.142048,42.779903,All candidates
3157,14.825422,76.99959,All candidates
3158,0.86087805,15.219279,All candidates
3159,-78.96993,3.05357,All candidates
3160,6.298816,-32.367462,All candidates
3161,-30.094536,63.271713,All candidates
3162,8.149739,48.864563,All candidates
3163,8.149738,48.864532,All candidates
3164,32.074318,-52.80519,All candidates
3165,-54.00596,33.401215,All candidates
3166,23.299852,-18.275343,All candidates
3167,-30.84081,19.864862,All candidates
3168,-67.58496,-24.769917,All candidates
3169,-15.925213,-30.371231,All candidates
3170,7.660694,45.688293,All candidates
3171,7.661243,45.688663,All candidates
3172,18.864649,36.766846,All candidates
3173,-64.72003,-22.25959,All candidates
3174,45.88195,1.0803411,All candidates
3175,20.959969,15.721517,All candidates
3176,46.467285,-0.12787484,All candidates
3177,5.7718897,-30.361996,All candidates
3178,-1.0996346,24.540836,All candidates
3179,13.539472,37.1469,All candidates
3180,7.3970385,75.92851,All candidates
3181,71.23271,7.906168,All candidates
3182,-7.4980383,22.47332,All candidates
3183,70.901855,8.840006,All candidates
3184,-9.538413,-41.723217,All candidates
3185,-28.751957,19.154598,All candidates
3186,-6.514752,-44.061314,All candidates
3187,-6.514718,-44.061295,All candidates
3188,-6.514569,-44.06124,All candidates
3189,55.73582,-24.022692,All candidates
3190,29.936743,-21.563858,All candidates
3191,-32.4628,18.336338,All candidates
3192,-9.108817,41.613873,All candidates
3193,-16.743359,24.968222,All candidates
3194,26.452227,21.897469,All candidates
3195,-42.53986,21.699682,All candidates
3196,24.858612,56.837055,All candidates
3197,-17.839798,16.815615,All candidates
3198,54.499077,-25.166924,All candidates
3199,11.559333,49.309216,All candidates
3200,-6.568675,-31.361431,All candidates
3201,36.764,-22.745556,All candidates
3202,32.711613,-54.27258,All candidates
3203,-25.864225,31.677849,All candidates
3204,-0.7097678,15.242464,All candidates
3205,70.77751,10.994425,All candidates
3206,29.04295,-31.70596,All candidates
3207,-41.708054,3.2488284,All candidates
3208,44.181232,-15.700269,All candidates
3209,43.531044,30.980345,All candidates
3210,-17.42438,71.9929,All candidates
3211,-66.34752,-17.017565,All candidates
3212,-39.115185,15.298929,All candidates
3213,36.821552,12.855452,All candidates
3214,27.812948,-56.3242,All candidates
3215,-19.836721,-31.467922,All candidates
3216,-22.957664,10.326765,All candidates
3217,8.207105,-55.050735,All candidates
3218,-36.255524,20.944157,All candidates
3219,35.958023,-48.772858,All candidates
3220,4.687126,43.278027,All candidates
3221,68.309425,-1.8194202,All candidates
3222,-64.71107,-22.244133,All candidates
3223,17.790762,37.42796,All candidates
3224,-64.27067,-20.306976,All candidates
3225,-23.054531,-16.24523,All candidates
3226,3.201138,-0.4391265,All candidates
3227,26.736582,39.908794,All candidates
3228,32.294605,-50.16882,All candidates
3229,7.417547,14.0838995,All candidates
3230,7.417858,14.084181,All candidates
3231,-24.203749,18.059177,All candidates
3232,0.037146725,-68.576355,All candidates
3233,-18.017326,61.684296,All candidates
3234,-3.6591384,-54.28182,All candidates
3235,21.608107,-35.061295,All candidates
3236,-6.5262637,-12.209339,All candidates
3237,-2.7341437,37.105347,All candidates
3238,-16.674768,71.53776,All candidates
3239,-5.087811,-20.28869,All candidates
3240,46.545475,-3.7958188,All candidates
3241,42.111122,30.929129,All candidates
3242,16.027006,27.960007,All candidates
3243,16.026226,27.960049,All candidates
3244,-8.0920105,3.6400185,All candidates
3245,-1.6310469,27.400948,All candidates
3246,26.677265,16.485027,All candidates
3247,-7.5712056,-1.6682814,All candidates
3248,29.7481,29.030828,All candidates
3249,19.742472,-33.409473,All candidates
3250,-83.15347,8.904597,All candidates
3251,46.560272,24.033617,All candidates
3252,-12.638613,48.474155,All candidates
3253,5.67097,-65.05444,All candidates
3254,-9.62053,27.940454,All candidates
3255,49.28524,-3.136967,All candidates
3256,34.53147,2.1438575,All candidates
3257,-33.851307,14.470834,All candidates
3258,-3.3561435,21.656311,All candidates
3259,10.034119,48.377052,All candidates
3260,10.034176,48.3771,All candidates
3261,-39.805763,-7.0311217,All candidates
3262,36.0675,-3.6796277,All candidates
3263,36.068207,-3.6794658,All candidates
3264,-7.40139,48.95821,All candidates
3265,-70.16569,-17.158855,All candidates
3266,48.664017,16.92133,All candidates
3267,-79.93635,8.408333,All candidates
3268,3.2551033,53.544346,All candidates
3269,-28.906097,60.8016,All candidates
3270,-37.596214,30.007484,All candidates
3271,-42.70091,14.666306,All candidates
3272,-28.432486,59.91679,All candidates
3273,35.8616,-21.465265,All candidates
3274,58.652985,-23.545286,All candidates
3275,-30.216698,62.445522,All candidates
3276,3.1247172,7.365364,All candidates
3277,61.77815,4.4032416,All candidates
3278,-19.21036,-9.742328,All candidates
3279,-23.571293,-67.06713,All candidates
3280,61.111988,-7.7813096,All candidates
3281,66.919716,2.4733245,All candidates
3282,-33.512333,-39.92495,All candidates
3283,-29.141678,-21.284689,All candidates
3284,-17.77545,-52.07817,All candidates
3285,-17.775475,-52.078285,All candidates
3286,-34.469772,17.356844,All candidates
3287,20.581804,-28.205418,All candidates
3288,12.731987,27.276485,All candidates
3289,12.731984,27.276487,All candidates
3290,-39.991238,-32.033882,All candidates
3291,3.56755,-33.38622,All candidates
3292,4.1683598,45.28552,All candidates
3293,4.816562,-39.978313,All candidates
3294,34.134308,34.208187,All candidates
3295,19.137653,-35.643932,All candidates
3296,7.5337925,44.659355,All candidates
3297,32.478695,-46.48219,All candidates
3298,59.4361,-8.3457985,All candidates
3299,-51.07126,39.156887,All candidates
3300,26.889038,20.427639,All candidates
3301,4.482015,-63.187267,All candidates
3302,9.964058,21.48118,All candidates
3303,5.083194,80.34982,All candidates
3304,1.9338921,-69.49246,All candidates
3305,-70.98867,-26.342094,All candidates
3306,-23.982008,-50.233036,All candidates
3307,-23.981913,-50.232952,All candidates
3308,7.7021346,-33.971138,All candidates
3309,8.988906,5.3503485,All candidates
3310,29.231934,-4.667036,All candidates
3311,49.316784,-2.758395,All candidates
3312,17.90397,-9.3468485,All candidates
3313,43.371662,22.033752,All candidates
3314,-32.27869,61.3198,All candidates
3315,-6.584579,-12.137686,All candidates
3316,-33.479546,16.027838,All candidates
3317,1.6662539,-55.932365,All candidates
3318,9.081898,-61.436684,All candidates
3319,-41.685806,3.5407202,All candidates
3320,9.53135,34.8176,All candidates
3321,3.8127985,71.87271,All candidates
3322,41.914936,29.951988,All candidates
3323,-67.032776,-27.1985,All candidates
3324,-15.936229,38.534718,All candidates
3325,-3.8100944,-66.627594,All candidates
3326,-22.40166,-47.4289,All candidates
3327,-22.40162,-47.42902,All candidates
3328,23.924658,-52.35857,All candidates
3329,61.412403,-9.427643,All candidates
3330,30.838137,-33.16135,All candidates
3331,-65.551834,-19.956226,All candidates
3332,-5.8418765,-12.516234,All candidates
3333,32.794178,33.31317,All candidates
3334,14.31883,40.389973,All candidates
3335,-42.387665,-7.9028397,All candidates
3336,41.065376,-0.61531174,All candidates
3337,2.8040717,79.88056,All candidates
3338,-8.886187,22.141476,All candidates
3339,29.379364,-53.711952,All candidates
3340,-28.255442,36.857876,All candidates
3341,-8.170294,-23.428053,All candidates
3342,28.174788,-59.57683,All candidates
3343,71.51565,-0.6397872,All candidates
3344,25.90802,-53.90588,All candidates
3345,-24.264694,18.055447,All candidates
3346,3.9202788,-58.683727,All candidates
3347,3.9206274,-58.68407,All candidates
3348,-81.76396,1.2204741,All candidates
3349,56.543617,-24.503445,All candidates
3350,28.260946,-56.835396,All candidates
3351,28.26068,-56.835167,All candidates
3352,-1.6996248,-55.826225,All candidates
3353,-16.189737,10.043572,All candidates
3354,71.73878,7.7883606,All candidates
3355,-16.037664,6.958217,All candidates
3356,22.750103,27.176828,All candidates
3357,-15.669823,-30.841486,All candidates
3358,-42.852116,27.93961,All candidates
3359,43.851215,0.43761253,All candidates
3360,-27.129133,16.34211,All candidates
3361,-3.7570012,-60.893433,All candidates
3362,37.323387,24.51355,All candidates
3363,-31.596596,59.868443,All candidates
3364,-37.03807,24.245428,All candidates
3365,-41.278522,-41.513035,All candidates
3366,-15.517114,-30.657322,All candidates
3367,-6.0403647,-1.0616249,All candidates
3368,-19.261232,-32.307903,All candidates
3369,-39.65991,-9.424294,All candidates
3370,1.3081986,-58.334526,All candidates
3371,-19.348148,-1.69353,All candidates
3372,20.191254,9.861106,All candidates
3373,41.71691,-15.989384,All candidates
3374,-20.496675,-48.00132,All candidates
3375,-31.260452,60.880756,All candidates
3376,41.09491,-40.24649,All candidates
3377,45.862335,-25.376356,All candidates
3378,44.89811,-15.708029,All candidates
3379,19.532476,-37.221153,All candidates
3380,-2.3388143,33.842148,All candidates
3381,-10.8953495,49.422924,All candidates
3382,-16.207777,-18.517895,All candidates
3383,-11.95329,-8.043397,All candidates
3384,68.89004,6.760411,All candidates
3385,-16.834038,18.077887,All candidates
3386,-67.83716,-18.326542,All candidates
3387,34.822453,11.800893,All candidates
3388,26.136192,14.503625,All candidates
3389,-24.177002,-30.806051,All candidates
3390,-18.240631,-0.12971516,All candidates
3391,8.141188,34.80367,All candidates
3392,67.44663,11.075812,All candidates
3393,49.851944,-2.8046165,All candidates
3394,10.5657835,-68.20583,All candidates
3395,-26.007303,30.907753,All candidates
3396,-17.740103,-2.3195922,All candidates
3397,-9.91639,-0.9655083,All candidates
3398,67.24589,10.94701,All candidates
3399,69.91559,-0.13707459,All candidates
3400,21.828602,-26.855068,All candidates
3401,-38.710743,-32.67527,All candidates
3402,-3.478887,21.571247,All candidates
3403,-5.8548265,13.292496,All candidates
3404,4.500208,18.23366,All candidates
3405,16.335514,16.966589,All candidates
3406,1.6813691,-36.987606,All candidates
3407,-29.083828,10.874634,All candidates
3408,-41.59024,-34.79945,All candidates
3409,-32.633995,27.58261,All candidates
3410,-83.322075,6.968873,All candidates
3411,-53.262623,33.808407,All candidates
3412,16.769382,25.241179,All candidates
3413,34.14648,-28.5415,All candidates
3414,-68.07404,-17.036907,All candidates
3415,-35.46411,28.4746,All candidates
3416,24.508608,9.68767,All candidates
3417,-1.7657188,-24.461819,All candidates
3418,24.212881,-30.16001,All candidates
3419,-7.3284907,-22.22078,All candidates
3420,16.85863,10.911573,All candidates
3421,-37.66628,-11.2642765,All candidates
3422,59.824493,-7.4367194,All candidates
3423,71.64442,2.959015,All candidates
3424,-22.669922,-16.703922,All candidates
3425,-6.5560904,-1.7326355,All candidates
3426,28.665453,-47.645813,All candidates
3427,-5.935099,9.216215,All candidates
3428,6.016008,-14.10543,All candidates
3429,-9.545089,-7.4426045,All candidates
3430,25.637056,18.337254,All candidates
3431,-1.9743134,-53.637917,All candidates
3432,-27.574091,15.821749,All candidates
3433,14.478842,2.3179665,All candidates
3434,7.2067027,26.620323,All candidates
3435,-23.393581,-50.195194,All candidates
3436,-23.393505,-50.195915,All candidates
3437,-20.951666,-69.0929,All candidates
3438,6.4159636,29.612106,All candidates
3439,-2.1411133,41.238766,All candidates
3440,67.05803,2.6751354,All candidates
3441,0.7435377,11.0962105,All candidates
3442,-3.4527836,-30.864616,All candidates
3443,-2.451562,-30.605309,All candidates
3444,29.479055,-53.629246,All candidates
3445,-8.320097,29.322523,All candidates
3446,24.256733,-33.95097,All candidates
3447,7.651405,-17.483835,All candidates
3448,7.651441,-17.483845,All candidates
3449,7.651405,-17.483835,All candidates
3450,32.27241,-17.255638,All candidates
3451,-75.91853,9.154893,All candidates
3452,47.44483,-3.7067726,All candidates
3453,28.995485,-14.810044,All candidates
3454,35.9102,-22.419765,All candidates
3455,-16.767357,9.198778,All candidates
3456,7.5126433,14.204566,All candidates
3457,-41.572495,-36.22281,All candidates
3458,-42.28741,14.973033,All candidates
3459,27.74165,-51.46793,All candidates
3460,10.418275,13.853304,All candidates
3461,60.620663,-10.613445,All candidates
3462,62.93549,3.2859,All candidates
3463,46.446507,21.18327,All candidates
3464,5.7624874,15.736057,All candidates
3465,-13.015991,14.29571,All candidates
3466,-15.102059,71.17367,All candidates
3467,63.34936,-7.225096,All candidates
3468,63.35,-7.2253194,All candidates
3469,-14.796523,73.424385,All candidates
3470,-65.906494,-21.280533,All candidates
3471,27.58986,-57.284027,All candidates
3472,27.58984,-57.283474,All candidates
3473,18.336973,-32.193855,All candidates
3474,-81.5591,3.0371323,All candidates
3475,7.412664,10.894034,All candidates
3476,-14.995584,-30.75197,All candidates
3477,-6.9405136,36.597366,All candidates
3478,-23.357641,-31.59755,All candidates
3479,34.127045,-21.585808,All candidates
3480,-78.77078,6.273138,All candidates
3481,24.010857,-49.10105,All candidates
3482,-1.2702733,-25.161118,All candidates
3483,-79.763214,3.3747509,All candidates
3484,62.147015,3.5696156,All candidates
3485,-20.038015,-67.38373,All candidates
3486,17.905184,-34.681477,All candidates
3487,17.907438,-34.676346,All candidates
3488,40.961746,-36.496567,All candidates
3489,14.326433,5.4369946,All candidates
3490,-18.960335,-0.75707847,All candidates
3491,35.785816,24.51694,All candidates
3492,23.636509,-18.214163,All candidates
3493,11.203757,48.04058,All candidates
3494,11.203793,48.04049,All candidates
3495,8.714912,-24.78067,All candidates
3496,0.5256212,11.950156,All candidates
3497,-35.549755,0.34668902,All candidates
3498,-18.70339,32.51161,All candidates
3499,-34.217278,-5.6106625,All candidates
3500,0.82724667,15.432665,All candidates
3501,71.30894,-1.3821927,All candidates
3502,-5.8067284,-12.478055,All candidates
3503,19.388826,-36.946026,All candidates
3504,-26.667482,13.331977,All candidates
3505,59.98807,-10.840915,All candidates
3506,7.601438,27.989855,All candidates
3507,-26.527227,12.665903,All candidates
3508,41.1596,-39.95183,All candidates
3509,-32.92261,40.738037,All candidates
3510,2.6334794,43.96059,All candidates
3511,2.6330535,43.959316,All candidates
3512,-1.6642271,27.49316,All candidates
3513,2.4136326,-33.899273,All candidates
3514,66.37046,10.10266,All candidates
3515,-2.2642174,7.035643,All candidates
3516,-4.2246656,-6.1629815,All candidates
3517,-6.7672744,-25.400928,All candidates
3518,-13.172832,8.674773,All candidates
3519,34.63902,1.9108108,All candidates
3520,-14.098514,-29.548529,All candidates
3521,-16.34568,16.020554,All candidates
3522,-18.42331,-1.5632001,All candidates
3523,67.09388,-2.977268,All candidates
3524,8.28431,-4.373194,All candidates
3525,23.257282,25.501932,All candidates
3526,13.751679,25.06774,All candidates
3527,23.77443,-18.245087,All candidates
3528,-30.764353,23.319149,All candidates
3529,-10.256756,4.2195797,All candidates
3530,30.664562,13.24161,All candidates
3531,30.793121,13.139735,All candidates
3532,-32.32265,60.661064,All candidates
3533,-65.64649,-26.011225,All candidates
3534,-3.653566,44.455856,All candidates
3535,-14.747334,7.3429832,All candidates
3536,-6.3441057,40.68325,All candidates
3537,-40.96661,7.769214,All candidates
3538,30.494696,-4.9918017,All candidates
3539,-22.584387,19.064352,All candidates
3540,49.863277,-3.169039,All candidates
3541,-39.769737,-6.7246385,All candidates
3542,-14.817218,30.106144,All candidates
3543,24.693686,34.180836,All candidates
3544,11.767762,8.8514385,All candidates
3545,21.550224,-26.624279,All candidates
3546,46.945213,27.592772,All candidates
3547,35.25499,-22.983686,All candidates
3548,-15.37019,-31.247385,All candidates
3549,32.570503,-32.79163,All candidates
3550,-19.921898,-29.325003,All candidates
3551,-39.19548,21.799559,All candidates
3552,-49.011036,18.758095,All candidates
3553,47.205635,27.46347,All candidates
3554,-24.092136,-47.47184,All candidates
3555,-24.092228,-47.471752,All candidates
3556,11.922749,47.397823,All candidates
3557,11.518505,5.917653,All candidates
3558,59.458546,-9.229631,All candidates
3559,-24.828728,18.12303,All candidates
3560,15.7580805,12.751091,All candidates
3561,68.76808,8.026995,All candidates
3562,-11.300718,13.277074,All candidates
3563,-5.325347,8.770586,All candidates
3564,-32.048218,61.340645,All candidates
3565,5.1833935,15.54177,All candidates
3566,14.854934,-49.49512,All candidates
3567,-35.833042,20.207699,All candidates
3568,-6.960358,-0.11301554,All candidates
3569,-49.009537,9.881441,All candidates
3570,-5.816203,27.553806,All candidates
3571,35.57979,-52.043118,All candidates
3572,-11.705098,9.389254,All candidates
3573,27.937563,-25.611406,All candidates
3574,-28.090023,0.07717985,All candidates
3575,-15.112667,-18.647326,All candidates
3576,40.965004,30.249018,All candidates
3577,1.923773,-57.97406,All candidates
3578,-46.30536,14.088777,All candidates
3579,-9.839907,-0.98046505,All candidates
3580,-28.020718,15.713158,All candidates
3581,28.171906,-59.589592,All candidates
3582,-27.320127,-0.031841554,All candidates
3583,-11.150361,-29.226336,All candidates
3584,-6.0133057,-19.447102,All candidates
3585,-6.593026,13.484201,All candidates
3586,33.25774,-39.00765,All candidates
3587,-19.47704,-31.998041,All candidates
3588,20.9146,6.800687,All candidates
3589,22.602924,-53.883442,All candidates
3590,-2.8996077,-30.99857,All candidates
3591,-33.92994,18.668549,All candidates
3592,-2.8617668,-18.538849,All candidates
3593,-32.974903,15.961908,All candidates
3594,-30.348288,5.5764136,All candidates
3595,-8.6170845,33.55274,All candidates
3596,8.456746,-3.4834406,All candidates
3597,69.4823,-3.7525961,All candidates
3598,-34.85639,19.44215,All candidates
3599,-39.069008,15.293975,All candidates
3600,-51.909534,38.234165,All candidates
3601,13.3963,19.135834,All candidates
3602,26.362434,16.374088,All candidates
3603,-35.08409,9.623025,All candidates
3604,-6.288536,-0.6579075,All candidates
3605,-67.274734,-24.198902,All candidates
3606,24.429625,-48.122032,All candidates
3607,24.440262,-48.098026,All candidates
3608,-75.14847,5.527916,All candidates
3609,28.170666,-24.762613,All candidates
3610,47.571697,26.3561,All candidates
3611,-39.29617,21.731287,All candidates
3612,31.596682,-59.060387,All candidates
3613,41.04604,-41.69257,All candidates
3614,-14.327802,-30.775482,All candidates
3615,34.360264,-49.118984,All candidates
3616,27.701733,-5.7573814,All candidates
3617,-3.339123,-6.4951043,All candidates
3618,4.7100043,-56.823936,All candidates
3619,36.601734,24.46388,All candidates
3620,-41.3498,-35.827347,All candidates
3621,-5.688801,0.50909644,All candidates
3622,-16.638844,24.788658,All candidates
3623,-39.9952,-32.00565,All candidates
3624,-7.174431,35.61563,All candidates
3625,13.230219,-3.6080623,All candidates
3626,-67.24521,-19.428644,All candidates
3627,-0.89948046,39.467636,All candidates
3628,-24.139652,-49.91354,All candidates
3629,-24.13974,-49.913563,All candidates
3630,-13.506127,8.233541,All candidates
3631,-36.84887,-36.719566,All candidates
3632,17.238018,-32.774277,All candidates
3633,47.403873,24.082895,All candidates
3634,-58.366203,-23.155916,All candidates
3635,-11.957856,47.94846,All candidates
3636,17.865734,37.367847,All candidates
3637,60.918774,-7.453697,All candidates
3638,-31.644617,61.848473,All candidates
3639,23.466616,-35.513145,All candidates
3640,-25.445837,37.546207,All candidates
3641,-67.2629,-24.228441,All candidates
3642,48.839157,-2.749607,All candidates
3643,-28.031353,63.241043,All candidates
3644,-17.487015,-2.079582,All candidates
3645,-21.466442,3.3256176,All candidates
3646,-37.52262,-37.248035,All candidates
3647,-18.270271,-0.32983467,All candidates
3648,-15.706358,11.144788,All candidates
3649,-38.999435,11.499257,All candidates
3650,71.5308,8.796529,All candidates
3651,-17.757551,16.431805,All candidates
3652,-32.45975,41.497486,All candidates
3653,1.7983416,-5.786796,All candidates
3654,-19.81557,-28.220186,All candidates
3655,-14.85633,29.475586,All candidates
3656,-27.537619,21.695332,All candidates
3657,45.603615,20.96852,All candidates
3658,47.796616,-5.001663,All candidates
3659,49.640404,-2.8852549,All candidates
3660,4.3892164,8.629925,All candidates
3661,-4.686464,44.69898,All candidates
3662,27.076878,16.519243,All candidates
3663,9.138283,22.143326,All candidates
3664,-27.842878,0.2681913,All candidates
3665,-24.06517,-47.455597,All candidates
3666,-24.06513,-47.45562,All candidates
3667,-35.57369,28.422035,All candidates
3668,22.662222,-53.104042,All candidates
3669,-6.475226,40.56503,All candidates
3670,-30.873856,17.699604,All candidates
3671,30.917717,-7.427851,All candidates
3672,-21.541704,23.889317,All candidates
3673,-22.20648,-30.131134,All candidates
3674,-22.562819,2.820661,All candidates
3675,-69.7518,-26.432516,All candidates
3676,-36.45757,-34.169895,All candidates
3677,46.94515,-15.489791,All candidates
3678,46.258667,-26.962856,All candidates
3679,-13.30569,21.809557,All candidates
3680,66.68621,11.177525,All candidates
